Materia;abstain;name;for;time;against;id;dispensed;Artículo;date;Trámite;Sesión;Tipo de votación;Quorum;Observaciones
Establece la Ley General de Educación.;8;Boletín N°4970-04;16;15:26;55;8386;0;Indicación N°67, de los diputados Robles, Espinosa, don Marcos y Sule, al artículo 5° transitorio, para sustituir la expresión “cuatro años” por “un año”.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Quorum Simple;
Establece la Ley General de Educación.;8;Boletín N°4970-04;80;15:26;1;8387;0;5° transitorio, en los términos propuestos por la Comisión de Educación.;19.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Ley Orgánica Constitucional;
Establece la ley General de Educación.;6;Boletín N°4970-04;20;15:04;60;8393;0;Indicaciones N°56 y 56-A, de los diputados Robles, Espinosa, don Marcos y Sule, al inciso segundo de la letra g) del artículo 46, una para eliminar la frase “o esté en posesión de un título profesional o licenciatura de al menos 8 semestres en un área afín a la especialidad que imparta”, y la otra para intercalar, entre las expresiones “vigentes, o esté” y “en posesión de un título”, la palabra “habilitado”.;30.6.2008;Primer Trámite Constitucional / Primer Informe;44;Particular;Ley Orgánica Constitucional;
Modifica el Código del Trabajo en materia de salarios base.;4;Boletín N°5433-13;94;13:22;0;8406;0;Modificaciones introducidas por el Senado.;1.7.2008;Tercer Trámite Constitucional /;45;Particular;Quorum Simple;
Regula el lobby.;0;Boletín N°3407-07;100;13:24;0;8407;0;"Observaciones formuladas por S.E. la Presidenta de la República al proyecto de ley que regula el lobby, con excepción de las consignadas en los números 2, letras a), b) I, b) III y d); 4, letra c); 5, letras a) y d); 6, letras a) y b); 9, letra a); 10, y 11, letras a), c) y f), cuya votación separada fue solicitada.    La Sala acordó dar por aprobadas, con la misma votación, las observaciones individualizadas con los números 5, letra c); 7; 11, letra g); 12; 14, y 15, letra b), que inciden en materias propias de ley orgánica constitucional.";1.7.2008;Observaciones del PResidente de la República / Informe de observaciones;45;Particular;Quorum Simple;
Regula el lobby.;4;Boletín N°3407-07;55;13:26;38;8410;0;"Observación N°2, letra a), para modificar la letra a) del artículo 2° en los siguientes términos:  i. En su inciso primero suprímanse las expresiones “remunerada”, y “o institucional”, reemplazando la coma (,) a continuación de la palabra “individual” por la disyunción “o”; agrégase, después de la expresión “Congreso Nacional”, la frase “a que se refiere el artículo 15 de esta ley”, y elimínase el párrafo ubicado a continuación del punto seguido, que pasa a ser ahora punto aparte (.)”.   ii. Incorpórase en su inciso segundo, a continuación del punto aparte, que pasa a ser seguido (.) lo siguiente: “Igualmente se considerará que existe lobby cuando las actividades descritas se realicen ante los jefes de gabinete de los parlamentarios o ante los Secretarios de Comisiones del Congreso Nacional.”.";1.7.2008;Observaciones del PResidente de la República / Informe de observaciones;45;Particular;Quorum Simple;
Regula el lobby.;4;Boletín N°3407-07;53;13:27;41;8411;0;Observación N°2, letra b) i., recaída en la letra b) del artículo 2°, para sustituir su inciso primero por los siguientes:  “b) Lobbysta: es la persona natural o jurídica, chilena o extranjera, que realiza, en forma remunerada o habitual, las actividades descritas en la letra a) precedente, la que deberá estar inscrita en el Registro a que se refiera la letra c).  Se entiende por habitualidad, la realización de más de ocho gestiones de lobby efectuadas en el período de un mes o más de quince en un trimestre, sobre una misma materia, ante una o más autoridades, miembros o funcionarios de los órganos de la Administración del Estado y/o el Congreso Nacional.”.;1.7.2008;Observaciones del PResidente de la República / Informe de observaciones;45;Particular;Quorum Simple;
Regula el lobby.;5;Boletín N°3407-07;56;13:28;39;8412;0;Observación N°2, letra b) iii., recaída en la letra b) del artículo 2°, para eliminar su inciso tercero.;1.7.2008;Observaciones del PResidente de la República / Informe de observaciones;45;Particular;Quorum Simple;
Regula el lobby.;5;Boletín N°3407-07;57;13:29;40;8413;0;Observación N°2, letra d), recaída en la letra d) del artículo 2°, para reemplazar la expresión “en la letra a) precedente” por “en el artículo 15)”.;1.7.2008;Observaciones del PResidente de la República / Informe de observaciones;45;Particular;Quorum Simple;
Regula el lobby.;5;Boletín N°3407-07;58;13:30;39;8414;0;Observación N°4, letra c), para reemplazar en la letra c) del artículo 4° la expresión “la letra a) del artículo 2°” por “el artículo 15”.;1.7.2008;Observaciones del PResidente de la República / Informe de observaciones;45;Particular;Quorum Simple;
Regula el lobby.;4;Boletín N°3407-07;54;13:30;38;8415;0;Observación N°5, letra a), para eliminar en el encabezado del artículo 5° la frase “y sin que la enunciación sea taxativa”.;1.7.2008;Observaciones del PResidente de la República / Informe de observaciones;45;Particular;Quorum Simple;
Regula el lobby.;3;Boletín N°3407-07;56;13:31;42;8416;0;Observación N°5, letra d), (LOC) para incorporar en el artículo 5° la siguiente letra n), nueva:  “n) Las gestiones desarrolladas por los miembros de las directivas de organizaciones gremiales, sindicales, organizaciones no gubernamentales, fundaciones, centros de estudio, colegios profesionales, así como por los representantes legales, directores, gerentes y abogados institucionales de las personas jurídicas que persigan fines de lucro, ante las autoridades, miembros y funcionarios de los órganos estatales enumerados en el artículo 15, salvo que aquellas se efectúen con habitualidad, de conformidad a lo señalado en la letra b) del artículo 2° y, sin perjuicio, de la obligación de registro por parte de las autoridades respectivas, establecida en el aludido artículo 15.”.;1.7.2008;Observaciones del PResidente de la República / Informe de observaciones;45;Particular;Ley Orgánica Constitucional;
Regula el lobby.;3;Boletín N°3407-07;101;13:32;0;8417;0;Observación N°6, letra a), recaída en la letra a) del inciso primero del artículo 8°, para reemplazar la expresión “Ministerio de Justicia” por “Consejo para la Transparencia” y para reemplazar la frase “el párrafo primero de la letra a) del artículo 2° de esta ley” por “el artículo 15 de esta ley”.;1.7.2008;Observaciones del PResidente de la República / Informe de observaciones;45;Particular;Ley Orgánica Constitucional;
Regula el lobby.;4;Boletín N°3407-07;60;13:33;39;8418;0;Observación N°6, letra b), para reemplazar en el inciso segundo del artículo 8° la frase “la letra a) del artículo 2° de esta ley” por “el artículo 15 de esta ley” y agrégase al final la frase “que correspondan, según el caso.”.;1.7.2008;Observaciones del PResidente de la República / Informe de observaciones;45;Particular;Quorum Simple;
Regula el lobby.;4;Boletín N°3407-07;61;13:34;38;8419;0;Observación N°9, letra a), para reemplazar en la letra a) del artículo 12 la expresión “la letra a) del artículo 2° de esta ley” por “el artículo 15 de esta ley”.;1.7.2008;Observaciones del PResidente de la República / Informe de observaciones;45;Particular;Quorum Simple;
Regula el lobby.;5;Boletín N°3407-07;59;13:35;37;8420;0;Observación N°10, para reemplazar en el artículo 14 la expresión “la letra a) del artículo 2°” por “el artículo 15”.;1.7.2008;Observaciones del PResidente de la República / Informe de observaciones;45;Particular;Quorum Simple;
Regula el lobby.;3;Boletín N°3407-07;56;13:35;39;8421;0;Observación N°11, letra a), para sustituir el encabezado del inciso primero del artículo 16 por el siguiente:  “Artículo 16.- Las autoridades y funcionarios que se señalan a continuación deberán registrar de forma centralizada, de conformidad al reglamento, las audiencias y reuniones que efectúen con los lobbystas, especialmente en lo relativo a la indicación del lugar y fecha de su realización, así como a la individualización de los asistentes y la materia específica tratada. Igualmente, deberán registrar las audiencias y reuniones celebradas con las organizaciones señaladas en la letra m) del artículo 4°, cuando ellas se efectúen en sus oficinas o despachos de trabajo.”.;1.7.2008;Observaciones del PResidente de la República / Informe de observaciones;45;Particular;Quorum Simple;
Regula el lobby.;5;Boletín N°3407-07;41;13:36;59;8422;0;Observación N°11, letra c), para eliminar del inciso primero del artículo 16 las letras f), h), i), j), k) y l).;1.7.2008;Observaciones del PResidente de la República / Informe de observaciones;45;Particular;Quorum Simple;
Regula el lobby.;1;Boletín N°3407-07;103;13:37;0;8423;0;Insistencia de la Cámara de Diputados en el texto aprobado por el Congreso Nacional referido a las letras f), h), i), j), k) y l) del artículo 16.;1.7.2008;Observaciones del PResidente de la República / Informe de observaciones;45;Particular;2/3 Se requiere la aprobación de los dos tercios de los señores Diputados presentes;
Regula el lobby.;3;Boletín N°3407-07;59;13:38;40;8424;0;Observación N°11, letra f), para eliminar los incisos segundo y tercero del artículo 16 del texto aprobado por el Congreso Nacional.;1.7.2008;Observaciones del PResidente de la República / Informe de observaciones;45;Particular;Quorum Simple;
Pensión de gracia a ex trabajadores marítimo-portuarios que indica.;1;Proyecto de Acuerdo N°588;26;13:41;0;8425;0;;1.7.2008;;45;Única;;
Moderniza el Ministerio de Defensa Nacional.;0;Boletín N°3994-02;84;13:16;0;8431;0;votación general, con excepción de los artículos que recaen en materias propias de ley orgánica constitucional y de quórum calificado.;2.7.2008;Primer Trámite Constitucional / Primer Informe;46;General;Quorum Simple;
Moderniza el Ministerio de Defensa Nacional.;0;Boletín N°3994-02;89;13:17;0;8432;0;4°, 6°, 7°, 10, 11, 16, 23, 24, 26, 27, 28 y 29 permanentes, y el inciso segundo del artículo 3° transitorio.;2.7.2008;Primer Trámite Constitucional / Primer Informe;46;General;Ley Orgánica Constitucional;
Establecimiento de plazo para pago de subsidios o remuneraciones a que da origen la autorización de licencia médica.;0;Proyecto de Acuerdo N°590;41;13:26;0;8433;0;;2.7.2008;;46;Única;;
Rebaja del monto de los derechos para licencia de pesca recreativa.;2;Proyecto de Acuerdo N°589;21;15:03;26;8437;0;;2.7.2008;;46;Única;;
Modifica la ley N° 18.450, de Fomento de Inversión Privada en Obras de Riego y Drenaje, permitiendo que los agricultores arrendatarios puedan postular a los proyectos de riego.;0;Boletín N°3336-01;54;12:19;0;8444;0;Enmiendas del Senado.;3.7.2008;Tercer Trámite Constitucional /;47;Particular;Quorum Simple;
Modifica el Código del Trabajo impidiendo descuentos indebidos en las remuneraciones de los trabajadores.;0;Boletín N°4663-13;61;12:20;0;8445;0;;3.7.2008;Primer Trámite Constitucional / Primer Informe;47;General;Quorum Simple;
Proyecto de acuerdo que aprueba el tratado de asistencia judicial en materia penal entre la República de Chile y la Confederación Suiza, suscrito en Santiago, el 24 de noviembre de 2006.;0;Boletín N°5796-10;59;12:21;0;8446;0;;3.7.2008;Primer Trámite Constitucional / Primer Informe;47;Única;Quorum Simple;
Proyecto de acuerdo entre las Repúblicas de Chile y del Estado de Israel, sobre actividades remuneradas para los familiares de una misión diplomática o representación consular.;0;Boletín N°5757-10;62;12:21;2;8447;0;;3.7.2008;Primer Trámite Constitucional / Primer Informe;47;Única;Quorum Simple;
Extensión a radioemisoras de Chile de regulación referente al Consejo Nacional de Televisión.;0;Proyecto de Acuerdo N°593;10;12:24;0;8448;0;;3.7.2008;;47;Única;;
Modifica la disposición transitoria de la ley N°19.958, que precisa o corrige normas sobre el proceso electoral.;8;Boletín N°5945-06;54;13:18;36;8457;0;;8.7.2008;Primer Trámite Constitucional / Primer Informe;48;General;Ley Orgánica Constitucional;
Reforma constitucional en materia de transparencia, modernización del Estado y calidad de la política.;0;Boletín N°4716-07;101;13:21;0;8458;0;único, números 3 y 7 (quórum de 2/3), y números 2, 4, 5 y 6 (quórum de 3/5).;8.7.2008;Primer Trámite Constitucional / Segundo Informe;48;Particular;Reforma Constitucional 2/3, se requiere la aprobación de los dos tercios de los señores Diputados en ejercicio;
